HGNC	Tissue
SNAPIN	cerebellum
SNAPIN	soft tissue 2
SNAPIN	soft tissue 2
SNAPIN	spleen
SNAPIN	spleen
SNAPIN	heart muscle
SNAPIN	hippocampus
SNAPIN	skin 2
SNAPIN	small intestine
SNAPIN	smooth muscle
SNAPIN	soft tissue 1
SNAPIN	soft tissue 1
SNAPIN	soft tissue 1
SNAPIN	soft tissue 1
SNAPIN	rectum
SNAPIN	salivary gland
SNAPIN	seminal vesicle
SNAPIN	skeletal muscle
SNAPIN	skin 1
SNAPIN	stomach 1
SNAPIN	hippocampus
SNAPIN	kidney
SNAPIN	kidney
SNAPIN	liver
SNAPIN	liver
SNAPIN	lung
SNAPIN	lung
SNAPIN	stomach 2
SNAPIN	testis
SNAP47	endometrium 2
SNAP47	duodenum
SNAP47	endometrium 1
SNAP47	breast
SNAP47	breast
SNAP47	bronchus
SNAP47	caudate
SNAP47	caudate
SNAP47	cerebellum
SNAP47	cerebellum
SNAP47	cerebellum
SNAP47	endometrium 1
SNAP47	cerebral cortex
SNAP47	endometrium 2
SNAP47	bone marrow
SNAP47	breast
SNAP47	skeletal muscle
SNAP47	cerebral cortex
SNAP47	cerebral cortex
SNAP47	cervix, uterine
SNAP47	cervix, uterine
SNAP47	colon
SNAP47	colon
SNAP47	colon
SNAP47	cerebral cortex
SNAP47	soft tissue 1
SNAP47	soft tissue 1
SNAP47	soft tissue 2
SNAP47	soft tissue 2
SNAP47	epididymis
SNAP47	esophagus
SNAP47	fallopian tube
SNAP47	gallbladder
SNAP47	heart muscle
SNAP47	hippocampus
SNAP47	hippocampus
SNAP47	kidney
SNAP47	soft tissue 1
SNAP47	adrenal gland
SNAP47	appendix
SNAP47	appendix
SNAP47	lung
SNAP47	lymph node
SNAP47	lymph node
SNAP47	nasopharynx
SNAP47	oral mucosa
SNAP47	ovary
SNAP47	pancreas
SNAP47	pancreas
SNAP47	parathyroid gland
SNAP47	placenta
SNAP47	placenta
SNAP47	prostate
SNAP47	rectum
SNAP47	salivary gland
SNAP47	seminal vesicle
SNAP47	vagina
SNAP47	skin 1
SNAP47	skin 1
SNAP47	skin 1
SNAP47	skin 1
SNAP47	skin 2
SNAP47	small intestine
SNAP47	smooth muscle
SNAP47	kidney
SNAP47	liver
SNAP47	liver
SNAP47	lung
SNAP47	urinary bladder
SNAP47	tonsil
SNAP47	soft tissue 2
SNAP47	soft tissue 2
SNAP47	spleen
SNAP47	spleen
SNAP47	stomach 1
SNAP47	stomach 2
SNAP47	testis
SNAP47	tonsil
SNAP47	testis
SNAP47	thyroid gland
SNAP47	tonsil
RUBCN	adrenal gland
RUBCN	appendix
RUBCN	bone marrow
RUBCN	breast
RUBCN	breast
RUBCN	breast
RUBCN	bronchus
RUBCN	caudate
RUBCN	urinary bladder
RUBCN	vagina
RUBCN	lung
RUBCN	lung
RUBCN	lymph node
RUBCN	appendix
RUBCN	cerebral cortex
RUBCN	cerebral cortex
RUBCN	cervix, uterine
RUBCN	cervix, uterine
RUBCN	colon
RUBCN	colon
RUBCN	colon
RUBCN	duodenum
RUBCN	endometrium 1
RUBCN	endometrium 1
RUBCN	endometrium 2
RUBCN	cerebral cortex
RUBCN	cerebral cortex
RUBCN	stomach 1
RUBCN	stomach 2
RUBCN	testis
RUBCN	testis
RUBCN	thyroid gland
RUBCN	tonsil
RUBCN	tonsil
RUBCN	tonsil
RUBCN	liver
RUBCN	liver
RUBCN	cerebellum
RUBCN	cerebellum
RUBCN	salivary gland
RUBCN	seminal vesicle
RUBCN	lymph node
RUBCN	nasopharynx
RUBCN	oral mucosa
RUBCN	ovary
RUBCN	ovary
RUBCN	pancreas
RUBCN	pancreas
RUBCN	caudate
RUBCN	cerebellum
RUBCN	soft tissue 1
RUBCN	soft tissue 2
RUBCN	endometrium 2
RUBCN	epididymis
RUBCN	skeletal muscle
RUBCN	skin 1
RUBCN	skin 1
RUBCN	skin 1
RUBCN	skin 1
RUBCN	skin 2
RUBCN	small intestine
RUBCN	smooth muscle
RUBCN	soft tissue 1
RUBCN	placenta
RUBCN	placenta
RUBCN	prostate
RUBCN	rectum
RUBCN	esophagus
RUBCN	fallopian tube
RUBCN	gallbladder
RUBCN	heart muscle
RUBCN	hippocampus
RUBCN	hippocampus
RUBCN	kidney
RUBCN	kidney
RUBCN	parathyroid gland
RUBCN	spleen
RUBCN	spleen
RUBCN	soft tissue 2
TIFA	bone marrow
TIFA	breast
TIFA	adrenal gland
TIFA	appendix
TIFA	breast
TIFA	pancreas
TIFA	pancreas
TIFA	breast
TIFA	appendix
TIFA	caudate
TIFA	cerebral cortex
TIFA	cerebral cortex
TIFA	bronchus
TIFA	cerebral cortex
TIFA	cervix, uterine
TIFA	colon
TIFA	cerebral cortex
TIFA	prostate
TIFA	rectum
TIFA	caudate
TIFA	placenta
TIFA	cerebellum
TIFA	cerebellum
TIFA	epididymis
TIFA	esophagus
TIFA	fallopian tube
TIFA	gallbladder
TIFA	heart muscle
TIFA	hippocampus
TIFA	hippocampus
TIFA	kidney
TIFA	kidney
TIFA	liver
TIFA	cerebellum
TIFA	endometrium 2
TIFA	endometrium 2
TIFA	lung
TIFA	lung
TIFA	lymph node
TIFA	nasopharynx
TIFA	oral mucosa
TIFA	ovary
TIFA	small intestine
TIFA	smooth muscle
TIFA	colon
TIFA	duodenum
TIFA	endometrium 1
TIFA	salivary gland
TIFA	seminal vesicle
TIFA	skeletal muscle
TIFA	skin 1
TIFA	skin 1
TIFA	skin 1
TIFA	skin 1
TIFA	skin 2
TIFA	testis
TIFA	thyroid gland
TIFA	tonsil
TIFA	tonsil
TIFA	tonsil
TIFA	endometrium 1
TIFA	soft tissue 2
TIFA	soft tissue 2
TIFA	spleen
TIFA	spleen
TIFA	stomach 1
TIFA	stomach 2
TIFA	testis
TIFA	soft tissue 1
TIFA	urinary bladder
TIFA	vagina
TIFA	soft tissue 1
TIFA	soft tissue 1
TIFA	liver
TIFA	soft tissue 2
INPP5E	bone marrow
INPP5E	appendix
INPP5E	adrenal gland
INPP5E	breast
INPP5E	appendix
INPP5E	breast
INPP5E	breast
INPP5E	caudate
INPP5E	bronchus
INPP5E	caudate
INPP5E	placenta
INPP5E	cerebral cortex
INPP5E	cerebral cortex
INPP5E	cerebral cortex
INPP5E	ovary
INPP5E	ovary
INPP5E	pancreas
INPP5E	pancreas
INPP5E	parathyroid gland
INPP5E	colon
INPP5E	duodenum
INPP5E	cerebellum
INPP5E	cerebellum
INPP5E	cerebral cortex
INPP5E	endometrium 2
INPP5E	epididymis
INPP5E	esophagus
INPP5E	fallopian tube
INPP5E	gallbladder
INPP5E	heart muscle
INPP5E	hippocampus
INPP5E	hippocampus
INPP5E	kidney
INPP5E	kidney
INPP5E	endometrium 1
INPP5E	endometrium 1
INPP5E	endometrium 2
INPP5E	lung
INPP5E	lung
INPP5E	lymph node
INPP5E	nasopharynx
INPP5E	oral mucosa
INPP5E	skeletal muscle
INPP5E	cervix, uterine
INPP5E	cervix, uterine
INPP5E	colon
INPP5E	skin 1
INPP5E	placenta
INPP5E	cerebellum
INPP5E	smooth muscle
INPP5E	soft tissue 1
INPP5E	prostate
INPP5E	rectum
INPP5E	salivary gland
INPP5E	seminal vesicle
INPP5E	spleen
INPP5E	spleen
INPP5E	stomach 1
INPP5E	stomach 2
INPP5E	testis
INPP5E	skin 2
INPP5E	small intestine
INPP5E	liver
INPP5E	liver
INPP5E	soft tissue 1
INPP5E	soft tissue 2
INPP5E	soft tissue 2
INPP5E	soft tissue 2
INPP5E	skin 1
INPP5E	testis
INPP5E	skin 1
INPP5E	skin 1
INPP5E	tonsil
INPP5E	tonsil
INPP5E	thyroid gland
INPP5E	vagina
INPP5E	urinary bladder
INPP5E	tonsil
HSPB8	tonsil
HSPB8	appendix
HSPB8	urinary bladder
HSPB8	adrenal gland
HSPB8	pancreas
HSPB8	tonsil
HSPB8	tonsil
HSPB8	placenta
HSPB8	prostate
HSPB8	rectum
HSPB8	salivary gland
HSPB8	seminal vesicle
HSPB8	skeletal muscle
HSPB8	skin 1
HSPB8	skin 1
HSPB8	skin 1
HSPB8	skin 1
HSPB8	skin 2
HSPB8	parathyroid gland
HSPB8	placenta
HSPB8	soft tissue 1
HSPB8	soft tissue 1
HSPB8	soft tissue 2
HSPB8	soft tissue 2
HSPB8	soft tissue 2
HSPB8	spleen
HSPB8	spleen
HSPB8	stomach 1
HSPB8	stomach 2
HSPB8	testis
HSPB8	testis
HSPB8	thyroid gland
HSPB8	hippocampus
HSPB8	kidney
HSPB8	kidney
HSPB8	vagina
HSPB8	liver
HSPB8	lung
HSPB8	lung
HSPB8	lymph node
HSPB8	lymph node
HSPB8	appendix
HSPB8	bone marrow
HSPB8	breast
HSPB8	breast
HSPB8	breast
HSPB8	bronchus
HSPB8	caudate
HSPB8	caudate
HSPB8	cerebellum
HSPB8	cerebellum
HSPB8	cerebellum
HSPB8	cerebral cortex
HSPB8	cerebral cortex
HSPB8	cerebral cortex
HSPB8	cerebral cortex
HSPB8	cervix, uterine
HSPB8	cervix, uterine
HSPB8	small intestine
HSPB8	smooth muscle
HSPB8	soft tissue 1
HSPB8	duodenum
HSPB8	endometrium 1
HSPB8	endometrium 1
HSPB8	endometrium 2
HSPB8	endometrium 2
HSPB8	epididymis
HSPB8	esophagus
HSPB8	fallopian tube
HSPB8	gallbladder
HSPB8	heart muscle
HSPB8	hippocampus
HSPB8	colon
HSPB8	colon
HSPB8	colon
HSPB8	liver
HSPB8	pancreas
HSPB8	nasopharynx
HSPB8	oral mucosa
HSPB8	ovary
EPG5	nasopharynx
EPG5	oral mucosa
EPG5	testis
EPG5	pancreas
EPG5	placenta
EPG5	ovary
EPG5	pancreas
EPG5	stomach 1
EPG5	stomach 2
EPG5	testis
EPG5	skin 1
EPG5	skin 1
EPG5	skin 1
EPG5	skin 2
EPG5	small intestine
EPG5	smooth muscle
EPG5	soft tissue 1
EPG5	soft tissue 2
EPG5	prostate
EPG5	rectum
EPG5	salivary gland
EPG5	spleen
EPG5	endometrium 1
EPG5	endometrium 2
EPG5	endometrium 2
EPG5	thyroid gland
EPG5	tonsil
EPG5	tonsil
EPG5	urinary bladder
EPG5	vagina
EPG5	hippocampus
EPG5	soft tissue 2
EPG5	soft tissue 2
EPG5	spleen
EPG5	liver
EPG5	lung
EPG5	lung
EPG5	lymph node
EPG5	lymph node
EPG5	adrenal gland
EPG5	appendix
EPG5	appendix
EPG5	bone marrow
EPG5	breast
EPG5	breast
EPG5	breast
EPG5	bronchus
EPG5	caudate
EPG5	seminal vesicle
EPG5	skeletal muscle
EPG5	skin 1
EPG5	cerebellum
EPG5	cerebral cortex
EPG5	cerebral cortex
EPG5	cerebral cortex
EPG5	cerebral cortex
EPG5	cervix, uterine
EPG5	cervix, uterine
EPG5	colon
EPG5	colon
EPG5	duodenum
EPG5	endometrium 1
EPG5	caudate
EPG5	cerebellum
EPG5	cerebellum
EPG5	epididymis
EPG5	esophagus
EPG5	fallopian tube
EPG5	gallbladder
EPG5	heart muscle
EPG5	liver
EPG5	hippocampus
EPG5	kidney
EPG5	kidney
PI4K2A	nasopharynx
PI4K2A	oral mucosa
PI4K2A	ovary
PI4K2A	ovary
PI4K2A	pancreas
PI4K2A	pancreas
PI4K2A	endometrium 1
PI4K2A	endometrium 2
PI4K2A	endometrium 2
PI4K2A	epididymis
PI4K2A	cerebral cortex
PI4K2A	cerebral cortex
PI4K2A	cerebral cortex
PI4K2A	cerebral cortex
PI4K2A	cervix, uterine
PI4K2A	cervix, uterine
PI4K2A	colon
PI4K2A	colon
PI4K2A	colon
PI4K2A	parathyroid gland
PI4K2A	placenta
PI4K2A	placenta
PI4K2A	cerebellum
PI4K2A	soft tissue 1
PI4K2A	esophagus
PI4K2A	fallopian tube
PI4K2A	gallbladder
PI4K2A	heart muscle
PI4K2A	hippocampus
PI4K2A	hippocampus
PI4K2A	kidney
PI4K2A	kidney
PI4K2A	duodenum
PI4K2A	endometrium 1
PI4K2A	smooth muscle
PI4K2A	soft tissue 1
PI4K2A	lung
PI4K2A	lung
PI4K2A	lymph node
PI4K2A	lymph node
PI4K2A	adrenal gland
PI4K2A	appendix
PI4K2A	appendix
PI4K2A	bone marrow
PI4K2A	breast
PI4K2A	breast
PI4K2A	breast
PI4K2A	bronchus
PI4K2A	caudate
PI4K2A	caudate
PI4K2A	cerebellum
PI4K2A	cerebellum
PI4K2A	salivary gland
PI4K2A	seminal vesicle
PI4K2A	skeletal muscle
PI4K2A	skin 1
PI4K2A	skin 1
PI4K2A	skin 1
PI4K2A	skin 1
PI4K2A	skin 2
PI4K2A	small intestine
PI4K2A	liver
PI4K2A	liver
PI4K2A	testis
PI4K2A	testis
PI4K2A	thyroid gland
PI4K2A	tonsil
PI4K2A	soft tissue 1
PI4K2A	soft tissue 2
PI4K2A	soft tissue 2
PI4K2A	soft tissue 2
PI4K2A	soft tissue 2
PI4K2A	spleen
PI4K2A	spleen
PI4K2A	rectum
PI4K2A	stomach 1
PI4K2A	stomach 2
PI4K2A	prostate
PI4K2A	urinary bladder
PI4K2A	vagina
PI4K2A	tonsil
PI4K2A	tonsil
VPS11	heart muscle
VPS11	hippocampus
VPS11	fallopian tube
VPS11	gallbladder
VPS11	lymph node
VPS11	nasopharynx
VPS11	ovary
VPS11	pancreas
VPS11	pancreas
VPS11	parathyroid gland
VPS11	placenta
VPS11	seminal vesicle
VPS11	lymph node
VPS11	cerebral cortex
VPS11	cervix, uterine
VPS11	cervix, uterine
VPS11	colon
VPS11	colon
VPS11	colon
VPS11	duodenum
VPS11	placenta
VPS11	prostate
VPS11	rectum
VPS11	salivary gland
VPS11	epididymis
VPS11	esophagus
VPS11	soft tissue 2
VPS11	spleen
VPS11	spleen
VPS11	hippocampus
VPS11	kidney
VPS11	kidney
VPS11	liver
VPS11	endometrium 1
VPS11	endometrium 1
VPS11	endometrium 2
VPS11	endometrium 2
VPS11	lung
VPS11	lung
VPS11	adrenal gland
VPS11	appendix
VPS11	appendix
VPS11	bone marrow
VPS11	breast
VPS11	breast
VPS11	breast
VPS11	bronchus
VPS11	caudate
VPS11	caudate
VPS11	cerebellum
VPS11	cerebellum
VPS11	cerebellum
VPS11	cerebral cortex
VPS11	cerebral cortex
VPS11	cerebral cortex
VPS11	skin 1
VPS11	skin 1
VPS11	skin 1
VPS11	skin 2
VPS11	small intestine
VPS11	smooth muscle
VPS11	soft tissue 1
VPS11	soft tissue 1
VPS11	soft tissue 1
VPS11	soft tissue 2
VPS11	soft tissue 2
VPS11	urinary bladder
VPS11	vagina
VPS11	skin 1
VPS11	testis
VPS11	testis
VPS11	stomach 1
VPS11	stomach 2
VPS11	tonsil
VPS11	tonsil
VPS11	thyroid gland
VPS11	liver
VPS11	tonsil
VPS11	skeletal muscle
TPCN2	thyroid gland
TPCN2	testis
TPCN2	testis
TPCN2	tonsil
TPCN2	parathyroid gland
TPCN2	placenta
TPCN2	pancreas
TPCN2	pancreas
TPCN2	rectum
TPCN2	salivary gland
TPCN2	placenta
TPCN2	prostate
TPCN2	nasopharynx
TPCN2	oral mucosa
TPCN2	ovary
TPCN2	skin 2
TPCN2	small intestine
TPCN2	smooth muscle
TPCN2	soft tissue 1
TPCN2	soft tissue 1
TPCN2	soft tissue 1
TPCN2	soft tissue 2
TPCN2	soft tissue 2
TPCN2	seminal vesicle
TPCN2	skeletal muscle
TPCN2	skin 1
TPCN2	stomach 1
TPCN2	stomach 2
TPCN2	gallbladder
TPCN2	heart muscle
TPCN2	hippocampus
TPCN2	tonsil
TPCN2	tonsil
TPCN2	urinary bladder
TPCN2	vagina
TPCN2	liver
TPCN2	soft tissue 2
TPCN2	spleen
TPCN2	spleen
TPCN2	adrenal gland
TPCN2	appendix
TPCN2	appendix
TPCN2	bone marrow
TPCN2	breast
TPCN2	breast
TPCN2	breast
TPCN2	bronchus
TPCN2	caudate
TPCN2	caudate
TPCN2	cerebellum
TPCN2	cerebellum
TPCN2	cerebellum
TPCN2	cerebral cortex
TPCN2	skin 1
TPCN2	skin 1
TPCN2	skin 1
TPCN2	cervix, uterine
TPCN2	cervix, uterine
TPCN2	colon
TPCN2	colon
TPCN2	duodenum
TPCN2	endometrium 1
TPCN2	endometrium 1
TPCN2	endometrium 2
TPCN2	endometrium 2
TPCN2	epididymis
TPCN2	esophagus
TPCN2	fallopian tube
TPCN2	cerebral cortex
TPCN2	cerebral cortex
TPCN2	liver
TPCN2	hippocampus
TPCN2	kidney
TPCN2	kidney
TPCN2	lymph node
TPCN2	lymph node
TPCN2	lung
TPCN2	lung
TPCN2	cerebral cortex
BORCS5	adrenal gland
BORCS5	liver
BORCS5	liver
BORCS5	lung
BORCS5	lung
BORCS5	lymph node
BORCS5	breast
BORCS5	breast
BORCS5	appendix
BORCS5	bone marrow
BORCS5	salivary gland
BORCS5	seminal vesicle
BORCS5	skeletal muscle
BORCS5	skin 1
BORCS5	skin 1
BORCS5	nasopharynx
BORCS5	appendix
BORCS5	skin 2
BORCS5	small intestine
BORCS5	smooth muscle
BORCS5	soft tissue 1
BORCS5	soft tissue 1
BORCS5	soft tissue 2
BORCS5	soft tissue 2
BORCS5	spleen
BORCS5	spleen
BORCS5	stomach 1
BORCS5	stomach 2
BORCS5	skin 1
BORCS5	skin 1
BORCS5	tonsil
BORCS5	tonsil
BORCS5	tonsil
BORCS5	urinary bladder
BORCS5	vagina
BORCS5	kidney
BORCS5	kidney
BORCS5	caudate
BORCS5	cerebellum
BORCS5	cerebellum
BORCS5	cerebellum
BORCS5	cerebral cortex
BORCS5	cerebral cortex
BORCS5	oral mucosa
BORCS5	ovary
BORCS5	ovary
BORCS5	pancreas
BORCS5	pancreas
BORCS5	breast
BORCS5	caudate
BORCS5	duodenum
BORCS5	endometrium 1
BORCS5	endometrium 1
BORCS5	endometrium 2
BORCS5	endometrium 2
BORCS5	testis
BORCS5	cerebral cortex
BORCS5	cerebral cortex
BORCS5	cervix, uterine
BORCS5	cervix, uterine
BORCS5	colon
BORCS5	colon
BORCS5	colon
BORCS5	placenta
BORCS5	prostate
BORCS5	rectum
BORCS5	thyroid gland
BORCS5	gallbladder
BORCS5	heart muscle
BORCS5	testis
BORCS5	hippocampus
BORCS5	parathyroid gland
BORCS5	fallopian tube
BORCS5	hippocampus
BORCS5	epididymis
BORCS5	esophagus
BORCS7	skin 1
BORCS7	oral mucosa
BORCS7	ovary
BORCS7	nasopharynx
BORCS7	parathyroid gland
BORCS7	placenta
BORCS7	pancreas
BORCS7	pancreas
BORCS7	skeletal muscle
BORCS7	seminal vesicle
BORCS7	skin 1
BORCS7	skin 1
BORCS7	cerebral cortex
BORCS7	skin 1
BORCS7	skin 2
BORCS7	small intestine
BORCS7	smooth muscle
BORCS7	soft tissue 1
BORCS7	soft tissue 1
BORCS7	prostate
BORCS7	rectum
BORCS7	salivary gland
BORCS7	soft tissue 2
BORCS7	cerebellum
BORCS7	cerebellum
BORCS7	stomach 1
BORCS7	stomach 2
BORCS7	testis
BORCS7	testis
BORCS7	thyroid gland
BORCS7	tonsil
BORCS7	tonsil
BORCS7	urinary bladder
BORCS7	vagina
BORCS7	liver
BORCS7	liver
BORCS7	spleen
BORCS7	spleen
BORCS7	lymph node
BORCS7	adrenal gland
BORCS7	appendix
BORCS7	appendix
BORCS7	bone marrow
BORCS7	breast
BORCS7	breast
BORCS7	breast
BORCS7	bronchus
BORCS7	caudate
BORCS7	caudate
BORCS7	cerebellum
BORCS7	endometrium 2
BORCS7	endometrium 2
BORCS7	epididymis
BORCS7	cerebral cortex
BORCS7	cerebral cortex
BORCS7	cerebral cortex
BORCS7	cervix, uterine
BORCS7	cervix, uterine
BORCS7	colon
BORCS7	colon
BORCS7	soft tissue 1
BORCS7	soft tissue 2
BORCS7	endometrium 1
BORCS7	lung
BORCS7	lung
BORCS7	lymph node
BORCS7	esophagus
BORCS7	fallopian tube
BORCS7	gallbladder
BORCS7	heart muscle
BORCS7	hippocampus
BORCS7	hippocampus
BORCS7	kidney
BORCS7	kidney
BORCS7	colon
BORCS7	duodenum
BORCS7	endometrium 1
TPPP	soft tissue 2
TPPP	spleen
TPPP	spleen
TPPP	pancreas
TPPP	parathyroid gland
TPPP	placenta
TPPP	pancreas
TPPP	soft tissue 2
TPPP	salivary gland
TPPP	seminal vesicle
TPPP	skeletal muscle
TPPP	skin 1
TPPP	skin 1
TPPP	skin 1
TPPP	skin 1
TPPP	skin 2
TPPP	small intestine
TPPP	smooth muscle
TPPP	soft tissue 1
TPPP	soft tissue 2
TPPP	soft tissue 1
TPPP	colon
TPPP	colon
TPPP	colon
TPPP	stomach 1
TPPP	stomach 2
TPPP	testis
TPPP	testis
TPPP	thyroid gland
TPPP	tonsil
TPPP	tonsil
TPPP	tonsil
TPPP	soft tissue 1
TPPP	urinary bladder
TPPP	vagina
TPPP	liver
TPPP	liver
TPPP	lung
TPPP	lung
TPPP	lymph node
TPPP	lymph node
TPPP	ovary
TPPP	adrenal gland
TPPP	appendix
TPPP	appendix
TPPP	bone marrow
TPPP	placenta
TPPP	prostate
TPPP	rectum
TPPP	bronchus
TPPP	caudate
TPPP	caudate
TPPP	cerebellum
TPPP	cerebellum
TPPP	cerebellum
TPPP	cerebral cortex
TPPP	cerebral cortex
TPPP	cerebral cortex
TPPP	cerebral cortex
TPPP	cervix, uterine
TPPP	cervix, uterine
TPPP	kidney
TPPP	hippocampus
TPPP	endometrium 2
TPPP	duodenum
TPPP	endometrium 1
TPPP	endometrium 1
TPPP	fallopian tube
TPPP	endometrium 2
TPPP	epididymis
TPPP	esophagus
TPPP	breast
TPPP	gallbladder
TPPP	kidney
TPPP	breast
TPPP	heart muscle
TPPP	hippocampus
TPPP	breast
ATP2A2	endometrium 2
ATP2A2	epididymis
ATP2A2	breast
ATP2A2	breast
ATP2A2	bronchus
ATP2A2	breast
ATP2A2	caudate
ATP2A2	cerebellum
ATP2A2	cerebellum
ATP2A2	caudate
ATP2A2	endometrium 2
ATP2A2	appendix
ATP2A2	appendix
ATP2A2	bone marrow
ATP2A2	cerebral cortex
ATP2A2	cerebral cortex
ATP2A2	cervix, uterine
ATP2A2	cervix, uterine
ATP2A2	colon
ATP2A2	colon
ATP2A2	colon
ATP2A2	duodenum
ATP2A2	cerebellum
ATP2A2	cerebral cortex
ATP2A2	soft tissue 2
ATP2A2	soft tissue 2
ATP2A2	soft tissue 2
ATP2A2	spleen
ATP2A2	esophagus
ATP2A2	fallopian tube
ATP2A2	gallbladder
ATP2A2	heart muscle
ATP2A2	hippocampus
ATP2A2	hippocampus
ATP2A2	kidney
ATP2A2	endometrium 1
ATP2A2	endometrium 1
ATP2A2	adrenal gland
ATP2A2	lung
ATP2A2	lung
ATP2A2	lymph node
ATP2A2	lymph node
ATP2A2	oral mucosa
ATP2A2	ovary
ATP2A2	ovary
ATP2A2	pancreas
ATP2A2	pancreas
ATP2A2	parathyroid gland
ATP2A2	placenta
ATP2A2	placenta
ATP2A2	prostate
ATP2A2	rectum
ATP2A2	salivary gland
ATP2A2	cerebral cortex
ATP2A2	skin 1
ATP2A2	skin 1
ATP2A2	skin 1
ATP2A2	skin 1
ATP2A2	skin 2
ATP2A2	small intestine
ATP2A2	smooth muscle
ATP2A2	soft tissue 1
ATP2A2	soft tissue 1
ATP2A2	soft tissue 1
ATP2A2	liver
ATP2A2	vagina
ATP2A2	stomach 2
ATP2A2	skeletal muscle
ATP2A2	spleen
ATP2A2	stomach 1
ATP2A2	tonsil
ATP2A2	testis
ATP2A2	testis
ATP2A2	thyroid gland
ATP2A2	urinary bladder
ATP2A2	kidney
ATP2A2	liver
ATP2A2	tonsil
ATP2A2	tonsil
LAMP1	cerebellum
LAMP1	appendix
LAMP1	bone marrow
LAMP1	breast
LAMP1	breast
LAMP1	breast
LAMP1	bronchus
LAMP1	caudate
LAMP1	caudate
LAMP1	cerebellum
LAMP1	cerebellum
LAMP1	cerebral cortex
LAMP1	rectum
LAMP1	salivary gland
LAMP1	seminal vesicle
LAMP1	cerebral cortex
LAMP1	cerebral cortex
LAMP1	cerebral cortex
LAMP1	cervix, uterine
LAMP1	cervix, uterine
LAMP1	colon
LAMP1	colon
LAMP1	colon
LAMP1	placenta
LAMP1	prostate
LAMP1	soft tissue 2
LAMP1	soft tissue 2
LAMP1	spleen
LAMP1	spleen
LAMP1	stomach 1
LAMP1	stomach 2
LAMP1	testis
LAMP1	testis
LAMP1	thyroid gland
LAMP1	tonsil
LAMP1	tonsil
LAMP1	tonsil
LAMP1	urinary bladder
LAMP1	vagina
LAMP1	adrenal gland
LAMP1	appendix
LAMP1	lymph node
LAMP1	lymph node
LAMP1	nasopharynx
LAMP1	oral mucosa
LAMP1	ovary
LAMP1	pancreas
LAMP1	pancreas
LAMP1	parathyroid gland
LAMP1	placenta
LAMP1	duodenum
LAMP1	endometrium 1
LAMP1	endometrium 1
LAMP1	endometrium 2
LAMP1	endometrium 2
LAMP1	skeletal muscle
LAMP1	skin 1
LAMP1	skin 1
LAMP1	skin 1
LAMP1	skin 1
LAMP1	skin 2
LAMP1	small intestine
LAMP1	smooth muscle
LAMP1	kidney
LAMP1	liver
LAMP1	liver
LAMP1	lung
LAMP1	lung
LAMP1	epididymis
LAMP1	esophagus
LAMP1	fallopian tube
LAMP1	gallbladder
LAMP1	heart muscle
LAMP1	hippocampus
LAMP1	hippocampus
LAMP1	kidney
LAMP1	soft tissue 2
LAMP1	soft tissue 1
LAMP1	soft tissue 1
LAMP1	soft tissue 1
TPCN1	appendix
TPCN1	adrenal gland
TPCN1	breast
TPCN1	breast
TPCN1	bone marrow
TPCN1	breast
TPCN1	cerebellum
TPCN1	cerebellum
TPCN1	caudate
TPCN1	caudate
TPCN1	cerebral cortex
TPCN1	appendix
TPCN1	cervix, uterine
TPCN1	cervix, uterine
TPCN1	colon
TPCN1	colon
TPCN1	colon
TPCN1	duodenum
TPCN1	endometrium 1
TPCN1	endometrium 1
TPCN1	endometrium 2
TPCN1	cerebellum
TPCN1	cerebral cortex
TPCN1	esophagus
TPCN1	fallopian tube
TPCN1	gallbladder
TPCN1	heart muscle
TPCN1	hippocampus
TPCN1	hippocampus
TPCN1	kidney
TPCN1	kidney
TPCN1	liver
TPCN1	liver
TPCN1	lung
TPCN1	endometrium 2
TPCN1	epididymis
TPCN1	nasopharynx
TPCN1	oral mucosa
TPCN1	ovary
TPCN1	ovary
TPCN1	pancreas
TPCN1	pancreas
TPCN1	parathyroid gland
TPCN1	placenta
TPCN1	prostate
TPCN1	rectum
TPCN1	salivary gland
TPCN1	seminal vesicle
TPCN1	skeletal muscle
TPCN1	skin 2
TPCN1	small intestine
TPCN1	cerebral cortex
TPCN1	cerebral cortex
TPCN1	smooth muscle
TPCN1	soft tissue 1
TPCN1	soft tissue 1
TPCN1	soft tissue 1
TPCN1	soft tissue 2
TPCN1	soft tissue 2
TPCN1	spleen
TPCN1	spleen
TPCN1	stomach 1
TPCN1	stomach 2
TPCN1	testis
TPCN1	testis
TPCN1	thyroid gland
TPCN1	tonsil
TPCN1	tonsil
TPCN1	urinary bladder
TPCN1	vagina
TPCN1	lung
BLOC1S2	appendix
BLOC1S2	appendix
BLOC1S2	breast
BLOC1S2	bone marrow
BLOC1S2	adrenal gland
BLOC1S2	caudate
BLOC1S2	caudate
BLOC1S2	cerebellum
BLOC1S2	cerebellum
BLOC1S2	cerebellum
BLOC1S2	cerebral cortex
BLOC1S2	cerebral cortex
BLOC1S2	cerebral cortex
BLOC1S2	cerebral cortex
BLOC1S2	cervix, uterine
BLOC1S2	cervix, uterine
BLOC1S2	breast
BLOC1S2	bronchus
BLOC1S2	colon
BLOC1S2	colon
BLOC1S2	duodenum
BLOC1S2	endometrium 1
BLOC1S2	endometrium 1
BLOC1S2	endometrium 2
BLOC1S2	endometrium 2
